osm_id,landuse,building,geometry
17485358,industrial,,"POLYGON ((120.4296774 14.4461221, 120.4296479 14.4459662, 120.4295077 14.4436058, 120.4294279 14.4433506, 120.4292335 14.443026, 120.4290444 14.4428052, 120.4288378 14.4425493, 120.428689 14.4423454, 120.4284891 14.4421091, 120.4283577 14.4419688, 120.4282866 14.4419013, 120.4281981 14.4418623, 120.428127 14.4418597, 120.4280399 14.441874, 120.4278642 14.441922, 120.4275638 14.4420078, 120.42725 14.4421065, 120.4270113 14.442161, 120.4268329 14.4421532, 120.4267725 14.4421311, 120.4266746 14.4420454, 120.4265955 14.4419701, 120.4264802 14.4418987, 120.4263903 14.4418753, 120.426228 14.4418792, 120.4260457 14.4418636, 120.425646 14.4417454, 120.4254824 14.4416727, 120.4253241 14.4415532, 120.4252303 14.4413428, 120.4251418 14.4410337, 120.4250774 14.440896, 120.425013 14.4408454, 120.4248856 14.4408012, 120.4247569 14.440809, 120.4246791 14.4408766, 120.4245919 14.4411584, 120.424549 14.4413571, 120.4245047 14.4414948, 120.4244591 14.4415714, 120.4243344 14.4416558, 120.4242285 14.441687, 120.4241346 14.4416753, 120.4240367 14.4416311, 120.4239683 14.4415766, 120.4238838 14.4414896, 120.4238114 14.4414363, 120.4237537 14.4414272, 120.4236974 14.4414467, 120.4236706 14.4415064, 120.4236719 14.4415844, 120.4237255 14.4418935, 120.4237363 14.4421039, 120.4237148 14.4422519, 120.4236934 14.4424363, 120.4236585 14.4427662, 120.4236129 14.4430519, 120.4235163 14.4431922, 120.4233634 14.4433247, 120.4231918 14.4433844, 120.4230322 14.4434026, 120.4229066 14.4434317, 120.4226978 14.4435297, 120.4239657 14.4449149, 120.4248522 14.4458347, 120.4251308 14.4462129, 120.4249512 14.4468384, 120.4250329 14.446968, 120.4249983 14.4470913, 120.4248266 14.4472121, 120.4249172 14.4473912, 120.4251862 14.4476356, 120.4254009 14.4477947, 120.4258057 14.4478232, 120.4260061 14.44777, 120.4261706 14.4477638, 120.4262998 14.4477987, 120.4263999 14.4478837, 120.4265496 14.4481837, 120.4268628 14.4484618, 120.4271813 14.4490819, 120.4275411 14.4498856, 120.427812 14.4504325, 120.4283377 14.4512363, 120.4287929 14.4519809, 120.4289769 14.4522003, 120.429161 14.4525841, 120.4307182 14.4563129, 120.4312845 14.4571765, 120.431964 14.4582047, 120.4320207 14.4586296, 120.4321197 14.4602335, 120.4323746 14.4605899, 120.4330966 14.4611657, 120.4335921 14.4615632, 120.433946 14.4619607, 120.4341159 14.4624679, 120.4347104 14.4657853, 120.4360836 14.4688422, 120.437471 14.4719264, 120.4385362 14.4752365, 120.4384371 14.4752365, 120.4382601 14.4753119, 120.4384725 14.475963, 120.4385362 14.4760384, 120.4388193 14.4762166, 120.4390883 14.4764359, 120.4392653 14.4766964, 120.4393714 14.476902, 120.4395059 14.4772172, 120.4395555 14.4775394, 120.4397324 14.4782795, 120.4404049 14.4794378, 120.4402492 14.4793556, 120.4401359 14.479383, 120.4401005 14.479568, 120.440235 14.4797942, 120.4404969 14.4800615, 120.4406668 14.4801711, 120.440957 14.4811101, 120.4413615 14.4810945, 120.4417445 14.4812451, 120.4420858 14.4814976, 120.4425021 14.4818343, 120.4427411 14.4820532, 120.4429873 14.4821833, 120.4430898 14.4821393, 120.4431166 14.4820419, 120.442933 14.481304, 120.4428731 14.4807195, 120.4428794 14.4799188, 120.4430187 14.4797182, 120.4432576 14.4796324, 120.443556 14.4796159, 120.4441141 14.4796674, 120.4447461 14.4797837, 120.4450076 14.4798772, 120.4451756 14.4798391, 120.4452756 14.4796887, 120.4452683 14.479528, 120.4451186 14.4793043, 120.4447933 14.4787994, 120.4446598 14.4783999, 120.44466 14.4781034, 120.4447657 14.4774362, 120.44471 14.4770647, 120.4446476 14.476572, 120.444698 14.4761509, 120.4448634 14.4758977, 120.4452136 14.4756501, 120.4455016 14.4754461, 120.445588 14.4752906, 120.4454688 14.4749508, 120.4453289 14.4744499, 120.4453405 14.4739508, 120.4454397 14.4737489, 120.4457203 14.4732881, 120.446149 14.4730365, 120.4455148 14.4716926, 120.445336 14.4701618, 120.4455966 14.4674612, 120.4453154 14.4670489, 120.4448914 14.4669211, 120.4435634 14.467073, 120.4428612 14.466505, 120.441451 14.462397, 120.4421047 14.4621163, 120.4413032 14.4604953, 120.4391023 14.4572662, 120.4398712 14.4571019, 120.4414239 14.4523829, 120.4430168 14.4443879, 120.4426217 14.4440234, 120.44246 14.44386, 120.4422462 14.4435558, 120.4421255 14.4433273, 120.4419431 14.4429285, 120.4418264 14.442713, 120.4416347 14.4424168, 120.4415052 14.4422091, 120.4413047 14.441932, 120.4410446 14.441609, 120.4407495 14.4413064, 120.440551 14.4412233, 120.4403043 14.4411402, 120.4402092 14.4411242, 120.4400575 14.4410986, 120.4398258 14.4411068, 120.4396696 14.4411123, 120.4409136 14.4377326, 120.4383816 14.4368807, 120.4382732 14.4371277, 120.4405958 14.4379155, 120.4394574 14.4411381, 120.4390436 14.4412415, 120.438593 14.4414753, 120.4382336 14.4419922, 120.4380727 14.4423402, 120.437952 14.4427662, 120.4378773 14.4431093, 120.4377656 14.4436221, 120.437606 14.4443818, 120.4374043 14.4452192, 120.4372734 14.4457377, 120.4372345 14.4458662, 120.4371741 14.4460156, 120.437099 14.4461117, 120.436985 14.4462026, 120.436696 14.4463623, 120.4365083 14.4464318, 120.4359806 14.4465714, 120.43588 14.4465779, 120.4358196 14.4465714, 120.4357351 14.4465156, 120.4356185 14.4463532, 120.4355434 14.4462675, 120.4354481 14.4461805, 120.4350853 14.4459469, 120.4348688 14.4458221, 120.4347709 14.4457948, 120.4345979 14.4458065, 120.4344678 14.4458597, 120.4344128 14.4459052, 120.4343377 14.4460513, 120.4342827 14.4462026, 120.434166 14.4466208, 120.4339635 14.4465948, 120.4329604 14.4465143, 120.4329604 14.4459896, 120.4328316 14.4459818, 120.4328531 14.446561, 120.4328451 14.4469545, 120.4326023 14.4470325, 120.4324427 14.4470649, 120.4319224 14.4470701, 120.4316246 14.4470468, 120.431394 14.4470104, 120.4308227 14.4468597, 120.4304016 14.4467039, 120.4300663 14.4465403, 120.4299263 14.4464529, 120.4298893 14.4464299, 120.4297659 14.4462714, 120.4296774 14.4461221))"
,industrial,,"POLYGON ((120.462133 14.6188589, 120.4618152 14.6180838, 120.461406 14.6167484, 120.4604917 14.6169295, 120.4607747 14.6180079, 120.461332 14.6192844, 120.462133 14.6188589))"
,industrial,,"POLYGON ((120.5000118 14.7624482, 120.4998736 14.7631205, 120.49965 14.7634232, 120.5005403 14.7636433, 120.5005206 14.7640158, 120.5034362 14.7649685, 120.503834 14.7639249, 120.503665 14.7635923, 120.5033997 14.7636487, 120.5034551 14.7638601, 120.5031839 14.7635114, 120.5028433 14.7633538, 120.5022769 14.7633901, 120.5014598 14.7632972, 120.5011134 14.7632029, 120.5010843 14.7630253, 120.5005567 14.7628759, 120.5005688 14.7624089, 120.5000118 14.7624482))"
,,industrial,"POLYGON ((120.5011832 14.7641927, 120.5014352 14.7635755, 120.5009392 14.7633947, 120.5006953 14.7640355, 120.5011832 14.7641927))"
,industrial,,"POLYGON ((120.4860826 14.7618953, 120.4859038 14.7624614, 120.4885707 14.7632634, 120.489539 14.764151, 120.489806 14.7635438, 120.4915746 14.7646991, 120.4904406 14.7661493, 120.4901531 14.7659633, 120.4899065 14.7663287, 120.4897166 14.7675424, 120.490384 14.7681056, 120.4910048 14.7684746, 120.4927492 14.7690642, 120.4940596 14.7696764, 120.4937746 14.7694479, 120.4936641 14.7692106, 120.4933558 14.7690142, 120.4932117 14.7688162, 120.4929104 14.7686247, 120.4934085 14.7679042, 120.4912823 14.7666057, 120.4925822 14.7649876, 120.4903717 14.7636056, 120.4916458 14.7612236, 120.4917025 14.7610867, 120.49166 14.7609088, 120.4915184 14.7606897, 120.4907256 14.7605118, 120.4896639 14.7625378, 120.4894374 14.7624557, 120.4897063 14.7608266, 120.4821608 14.7587458, 120.4819626 14.7601148, 120.4818069 14.7606213, 120.4860826 14.7618953))"
,,industrial,"POLYGON ((120.5033689 14.7644854, 120.5034258 14.7644972, 120.5035803 14.7639625, 120.5025965 14.7636362, 120.5024054 14.7641394, 120.5029501 14.7643517, 120.5029217 14.7645011, 120.5013971 14.7639782, 120.5013118 14.7642023, 120.5032022 14.764851, 120.5032446 14.7648048, 120.5033689 14.7644854))"
,industrial,,"POLYGON ((120.4918081 14.7643007, 120.4949087 14.7664586, 120.4950428 14.7667128, 120.4954398 14.7669462, 120.496231 14.7643915, 120.493176 14.7624125, 120.4918081 14.7643007))"
,,industrial,"POLYGON ((120.4990669 14.7648213, 120.4983452 14.7645834, 120.4982111 14.7650259, 120.4989328 14.7652663, 120.4990669 14.7648213))"
,industrial,,"POLYGON ((120.5007 14.7657945, 120.5008138 14.7643364, 120.5006331 14.7642828, 120.4992878 14.7640875, 120.4991508 14.7647498, 120.4983492 14.7645131, 120.4981656 14.7650655, 120.4990098 14.765398, 120.4997326 14.7656686, 120.5007 14.7657945))"
,industrial,,"POLYGON ((120.4975809 14.766648, 120.4986264 14.7670549, 120.4984653 14.7671796, 120.4970518 14.7673482, 120.4958583 14.7670704, 120.4958336 14.7671422, 120.495818 14.7671874, 120.4970276 14.7674934, 120.4978325 14.7681235, 120.4997959 14.7678952, 120.5000807 14.7683027, 120.5005045 14.7686658, 120.5007615 14.7686681, 120.5014588 14.7689949, 120.5016627 14.7687978, 120.5019095 14.7689223, 120.5023225 14.7693113, 120.5028375 14.7692698, 120.5031969 14.769384, 120.5035247 14.7692001, 120.5036958 14.7686629, 120.5039801 14.7684451, 120.5040611 14.7683027, 120.504206 14.7676284, 120.504023 14.7674388, 120.5045648 14.7653068, 120.5037065 14.7653431, 120.5036422 14.7651875, 120.5034222 14.7651875, 120.5032881 14.7651616, 120.5015876 14.7647206, 120.5015018 14.7658722, 120.5013408 14.7660226, 120.4998924 14.765893, 120.4981924 14.7651955, 120.4975809 14.766648))"
,industrial,,"POLYGON ((120.5013058 14.7734794, 120.5013782 14.7733783, 120.5015257 14.7727195, 120.5015177 14.7726547, 120.501456 14.7726106, 120.5005199 14.7724835, 120.5003214 14.7730813, 120.5013058 14.7734794))"
,industrial,,"POLYGON ((120.5001551 14.7748799, 120.5009249 14.7752378, 120.5016008 14.775409, 120.5021936 14.7739955, 120.5011421 14.7737569, 120.5004072 14.7732979, 120.5001068 14.7731734, 120.4997447 14.7747502, 120.5001551 14.7748799))"
,industrial,,"POLYGON ((120.5686749 14.4337273, 120.5690633 14.4332409, 120.569003 14.432988, 120.569666 14.4318206, 120.5699672 14.4310566, 120.5695053 14.4301993, 120.5688289 14.4300761, 120.5680588 14.4303031, 120.5678378 14.4304977, 120.5675593 14.4307584, 120.5671481 14.4306598, 120.5665974 14.4303449, 120.566311 14.4310748, 120.566465 14.4312889, 120.5663847 14.4341294, 120.5665856 14.4343045, 120.5670543 14.4341748, 120.5670945 14.4338246, 120.5680588 14.4337857, 120.5686749 14.4337273))"
,industrial,,"POLYGON ((120.5691973 14.4334752, 120.5688826 14.4338291, 120.5682838 14.4340748, 120.5682736 14.4343501, 120.5673702 14.4354117, 120.5680401 14.4358147, 120.5687304 14.4357262, 120.5714404 14.4357459, 120.5691973 14.4334752))"
10672834,industrial,,"POLYGON ((120.6303232 14.0782767, 120.6303442 14.0782659, 120.6302503 14.0780604, 120.6304273 14.0777612, 120.6302127 14.0773943, 120.629801 14.0773787, 120.6302996 14.0782888, 120.6303232 14.0782767))"
,industrial,yes,"POLYGON ((120.6597237 14.082223, 120.6598029 14.0822151, 120.6599544 14.0821072, 120.6599651 14.0819381, 120.6601328 14.0819433, 120.6601522 14.0817943, 120.6602225 14.0817371, 120.6602387 14.0816207, 120.6600711 14.0815973, 120.6597868 14.0816064, 120.6597237 14.082223))"
,,industrial,"POLYGON ((120.677576 14.1011321, 120.6770604 14.1022869, 120.6772152 14.1023519, 120.6777306 14.101197, 120.677576 14.1011321))"
,,industrial,"POLYGON ((120.6777983 14.1012182, 120.6772827 14.102373, 120.6774375 14.102438, 120.6779529 14.1012832, 120.6777983 14.1012182))"
,,industrial,"POLYGON ((120.6780367 14.1013041, 120.6775211 14.1024589, 120.677676 14.1025239, 120.6781913 14.1013691, 120.6780367 14.1013041))"
,,industrial,"POLYGON ((120.6792922 14.1089221, 120.6795507 14.107668, 120.6793883 14.1076365, 120.6791296 14.1088905, 120.6792922 14.1089221))"
,,industrial,"POLYGON ((120.6795177 14.1089651, 120.6797762 14.107711, 120.6796138 14.1076795, 120.6793551 14.1089336, 120.6795177 14.1089651))"
,,industrial,"POLYGON ((120.541497 14.4218965, 120.5415213 14.4215174, 120.5408628 14.4215144, 120.5408628 14.4218935, 120.541497 14.4218965))"
,,industrial,"POLYGON ((120.5435105 14.4229452, 120.5437076 14.4229303, 120.5439018 14.4228586, 120.5441051 14.4227154, 120.5442499 14.4224916, 120.5442715 14.4222648, 120.5442099 14.422041, 120.5440466 14.4218411, 120.5438247 14.4217367, 120.5435567 14.4217158, 120.5432794 14.4217934, 120.5431068 14.4219664, 120.5429651 14.4221902, 120.5429281 14.422423, 120.542999 14.4226169, 120.5430914 14.4227393, 120.5432054 14.4228407, 120.5433502 14.4229124, 120.5435105 14.4229452))"
,,industrial,"POLYGON ((120.5417442 14.4237926, 120.5417328 14.4233806, 120.5410848 14.4233824, 120.5410882 14.4238093, 120.5417442 14.4237926))"
,,industrial,"POLYGON ((120.5408417 14.4237903, 120.540863 14.4234288, 120.540162 14.4234493, 120.5401771 14.4237932, 120.5408417 14.4237903))"
,,industrial,"POLYGON ((120.5432356 14.4243322, 120.5433984 14.4244007, 120.5436426 14.4244144, 120.5438585 14.424363, 120.5439824 14.4242636, 120.5440956 14.4241162, 120.5441664 14.4239586, 120.5441912 14.4237769, 120.5441593 14.4236158, 120.5440885 14.4234958, 120.5439894 14.4233724, 120.5438727 14.4233039, 120.5437275 14.423249, 120.5435577 14.4232353, 120.5433772 14.4232593, 120.5432462 14.4233244, 120.5431223 14.423417, 120.5430374 14.4235644, 120.5429772 14.4237563, 120.5429843 14.4239106, 120.5430162 14.4240854, 120.5430586 14.4241711, 120.543133 14.4242499, 120.5432356 14.4243322))"
,industrial,,"POLYGON ((120.541363 14.4272331, 120.5434021 14.4250584, 120.5448295 14.4234396, 120.5449286 14.4226871, 120.5449157 14.4225953, 120.5448952 14.4224722, 120.5448801 14.4219924, 120.5448954 14.4217713, 120.5446308 14.4215254, 120.5442033 14.4212109, 120.5439403 14.4211197, 120.5437286 14.4210838, 120.5434778 14.4211001, 120.5431838 14.4211839, 120.5427996 14.4211976, 120.5425659 14.4212132, 120.5424206 14.4212983, 120.5422584 14.421403, 120.5420725 14.4214554, 120.5418765 14.4214685, 120.5416501 14.4214718, 120.5413696 14.4213998, 120.541373 14.4212852, 120.5408492 14.4212885, 120.5408189 14.421376, 120.5393169 14.4250231, 120.5393102 14.4272231, 120.541363 14.4272331))"
,,industrial,"POLYGON ((120.5408815 14.42478, 120.5409002 14.4242327, 120.5403071 14.4242463, 120.5403258 14.4247755, 120.5408815 14.42478))"
,,industrial,"POLYGON ((120.5417994 14.4248008, 120.5418128 14.4242085, 120.5412308 14.4242111, 120.5412576 14.4248112, 120.5417994 14.4248008))"
,,industrial,"POLYGON ((120.5418364 14.4249706, 120.5418317 14.4246392, 120.5409454 14.4246165, 120.5409281 14.424974, 120.5418364 14.4249706))"
,,industrial,"POLYGON ((120.5405331 14.4250037, 120.5408661 14.4250095, 120.5409223 14.4250104, 120.5409454 14.4246165, 120.5401571 14.424611, 120.5401303 14.4249989, 120.5405331 14.4250037))"
18121831,industrial,,"POLYGON ((120.5787505 14.4512168, 120.5782194 14.4503896, 120.57797 14.4506857, 120.5783026 14.4513389, 120.5787505 14.4512168))"
,industrial,,"POLYGON ((120.5965591 14.467577, 120.5951556 14.4648123, 120.5947253 14.4637537, 120.5941632 14.463887, 120.5923112 14.4643717, 120.5905523 14.4648524, 120.5887937 14.4651562, 120.5869705 14.4653684, 120.5851294 14.4656263, 120.5837118 14.4661204, 120.5835978 14.4684923, 120.5827361 14.4714289, 120.5816037 14.4734272, 120.5801777 14.4758095, 120.5761569 14.477599, 120.5768851 14.479489, 120.5774216 14.4808812, 120.5779303 14.4822014, 120.5826411 14.4809983, 120.5829 14.4817832, 120.5866817 14.4809596, 120.5888319 14.4787702, 120.5894767 14.4748296, 120.5924649 14.4743833, 120.5963517 14.4731998, 120.5990633 14.4722603, 120.6007986 14.4735066, 120.6012041 14.4734701, 120.6016965 14.4727252, 120.6025117 14.4710041, 120.6027995 14.4703654, 120.6026795 14.4695371, 120.6024942 14.4683875, 120.6037244 14.4680458, 120.6034805 14.4674279, 120.6028406 14.4657477, 120.602393 14.4641446, 120.5996075 14.4657894, 120.5965591 14.467577))"
3781789,industrial,,"POLYGON ((120.6080989 14.480754, 120.602797 14.4807671, 120.6030161 14.4821398, 120.6087792 14.48214, 120.6088033 14.4818387, 120.6088516 14.4815193, 120.608952 14.4811807, 120.6089343 14.4810387, 120.6088516 14.4809038, 120.6087708 14.4807462, 120.6080989 14.480754))"
14379830,industrial,,"POLYGON ((120.6101847 14.5018502, 120.6099701 14.5016892, 120.6098816 14.5015983, 120.6098387 14.50151, 120.6097126 14.500274, 120.60964 14.49866, 120.609557 14.4979005, 120.6095141 14.49688, 120.6095203 14.4964222, 120.6095275 14.4962793, 120.6095357 14.496154, 120.6095195 14.4959477, 120.6094551 14.4956153, 120.6093585 14.4951816, 120.6093371 14.4948025, 120.6093183 14.4942961, 120.6093156 14.4937508, 120.6093371 14.4932392, 120.6093827 14.4923901, 120.6090474 14.4923693, 120.6016821 14.493034, 120.6014836 14.4916265, 120.6010517 14.4916577, 120.6003946 14.4924887, 120.6011456 14.4923589, 120.6011832 14.4936002, 120.6019986 14.4935275, 120.6021702 14.495579, 120.6034899 14.4956101, 120.6036133 14.4969501, 120.6000781 14.4972357, 120.6008774 14.4990898, 120.6038922 14.4989756, 120.604383 14.5044106, 120.6033933 14.5047222, 120.6034979 14.5049143, 120.605067 14.5048235, 120.6072396 14.504434, 120.6071913 14.5024968, 120.610292 14.5021982, 120.6104422 14.5020203, 120.6103873 14.5019965, 120.6103322 14.5019567, 120.6101847 14.5018502))"
,industrial,,"POLYGON ((120.5978706 14.5172822, 120.5973449 14.5171627, 120.5961138 14.5165058, 120.5943167 14.5165084, 120.5942899 14.5120993, 120.5939627 14.5121097, 120.5931687 14.5127277, 120.5930453 14.5127018, 120.5915487 14.5113152, 120.5903685 14.5110088, 120.5893654 14.510962, 120.58855 14.511123, 120.5873108 14.5114346, 120.5851489 14.5112684, 120.5844355 14.5125044, 120.5830193 14.5154697, 120.5864686 14.5160254, 120.5920047 14.5171939, 120.5933163 14.5175288, 120.5945045 14.5179495, 120.594998 14.5179495, 120.5952153 14.517682, 120.5972162 14.5175366, 120.5974388 14.5176041, 120.5978706 14.5172822))"
,industrial,,"POLYGON ((120.5900969 14.519661, 120.5918189 14.5196529, 120.5919276 14.5200737, 120.5924292 14.5200899, 120.5925797 14.518002, 120.5915598 14.5188112, 120.5913926 14.5187384, 120.5910917 14.5181072, 120.5903644 14.5177754, 120.5898879 14.5178158, 120.5898879 14.5195557, 120.5900969 14.519661))"
,industrial,,"POLYGON ((120.5910049 14.5193912, 120.5910007 14.5190545, 120.5905079 14.5190602, 120.5905063 14.5189327, 120.5901846 14.5189364, 120.5901904 14.5194006, 120.5910049 14.5193912))"
,industrial,,"POLYGON ((120.5929308 14.5213847, 120.5937166 14.5214979, 120.5936915 14.5212714, 120.59375 14.5205511, 120.5939924 14.5201141, 120.5952129 14.518706, 120.5940008 14.5180748, 120.5938838 14.5181234, 120.5935516 14.5182542, 120.5933905 14.5183176, 120.5931481 14.5182124, 120.5930645 14.5178158, 120.5926215 14.5177754, 120.5923958 14.5204621, 120.5929308 14.5213847))"
,industrial,,"POLYGON ((120.6093796 14.5200493, 120.6081541 14.519956, 120.6082092 14.5182364, 120.6077824 14.5180765, 120.6037189 14.5181499, 120.603476 14.5186898, 120.6031918 14.5187692, 120.6011769 14.5186719, 120.6011456 14.5210783, 120.6080174 14.5213795, 120.6082964 14.5216132, 120.6092394 14.5216147, 120.6093796 14.5200493))"
,industrial,,"POLYGON ((120.5973863 14.5221287, 120.6004095 14.5223435, 120.6049045 14.5228619, 120.6074654 14.5235083, 120.6070923 14.5248966, 120.6078618 14.5251675, 120.6081999 14.5241855, 120.608573 14.5240049, 120.6085395 14.523351, 120.6092394 14.5216147, 120.6093796 14.5200493, 120.6081541 14.519956, 120.6082092 14.5182364, 120.6077824 14.5180765, 120.6037189 14.5181499, 120.603476 14.5186898, 120.6031918 14.5187692, 120.6011769 14.5186719, 120.6004844 14.5188363, 120.5993553 14.5176232, 120.5973988 14.5179206, 120.5942881 14.5202359, 120.5940127 14.5211024, 120.5940815 14.5216355, 120.5973863 14.5221287))"
,,industrial,"POLYGON ((120.5964657 14.5224072, 120.5967347 14.5224063, 120.5967343 14.5222727, 120.5964652 14.5222737, 120.5964657 14.5224072))"
,industrial,,"POLYGON ((120.5975601 14.5261306, 120.5975009 14.5222696, 120.5941442 14.5217726, 120.5946616 14.5256791, 120.5947366 14.5262453, 120.5975601 14.5261306))"
,,industrial,"POLYGON ((120.5962323 14.5258998, 120.5967811 14.525898, 120.5967804 14.525717, 120.5962317 14.5257188, 120.5962323 14.5258998))"
,,industrial,"POLYGON ((120.5955233 14.5259072, 120.5960721 14.5259054, 120.5960714 14.5257244, 120.5955227 14.5257262, 120.5955233 14.5259072))"
,industrial,,"POLYGON ((120.5930986 14.5286398, 120.5931801 14.5277632, 120.5934309 14.5278522, 120.593899 14.5260072, 120.5943421 14.5259748, 120.5943307 14.525898, 120.5889669 14.5240327, 120.5885991 14.5253112, 120.5914162 14.5262823, 120.5912156 14.5265979, 120.5915303 14.5283615, 120.5930986 14.5286398))"
,industrial,,"POLYGON ((120.5915513 14.5283335, 120.5919698 14.528418, 120.5919334 14.5275656, 120.5913876 14.5274001, 120.5915513 14.5283335))"
17900779,industrial,,"POLYGON ((120.5943249 14.5298737, 120.5942174 14.5303696, 120.5938152 14.5302906, 120.5936046 14.5308618, 120.5924767 14.5337334, 120.5925572 14.5342319, 120.594939 14.5352393, 120.5952501 14.535203, 120.5955183 14.5354315, 120.5958992 14.5354626, 120.5965322 14.5363661, 120.5968326 14.5365842, 120.597471 14.536605, 120.5984795 14.5360987, 120.5995792 14.5359663, 120.5999976 14.5361221, 120.6010061 14.5365894, 120.6017518 14.5362623, 120.6018859 14.5358469, 120.602138 14.5355872, 120.6026423 14.535634, 120.603742 14.5359196, 120.6045145 14.5359118, 120.6055123 14.5341229, 120.6060916 14.5339282, 120.6060755 14.5320951, 120.6062821 14.5320639, 120.6065744 14.5302646, 120.606097 14.5298908, 120.6050938 14.5296103, 120.6045601 14.5293014, 120.6038707 14.5287198, 120.6041416 14.5286289, 120.6055659 14.5294572, 120.6057456 14.5293066, 120.6057483 14.5284627, 120.6059951 14.5282965, 120.6076473 14.5284419, 120.6080067 14.5277513, 120.6082159 14.5266971, 120.6082803 14.5260896, 120.6081194 14.5257624, 120.6076151 14.5256014, 120.6069794 14.5253807, 120.606971 14.5251904, 120.6069502 14.525016, 120.6070328 14.5247361, 120.6071292 14.5246028, 120.607143 14.5242429, 120.6072256 14.5239363, 120.6073771 14.5235631, 120.6065526 14.5233776, 120.6054906 14.5231232, 120.6048848 14.5229765, 120.6043189 14.5228858, 120.6018634 14.5226024, 120.6003673 14.5223978, 120.5997591 14.5223253, 120.5994401 14.5223432, 120.5975174 14.5221755, 120.5941442 14.5217726, 120.5946616 14.5256791, 120.5945581 14.5264894, 120.5939151 14.5297903, 120.5943249 14.5298737))"
,,industrial,"POLYGON ((120.5978802 14.5314086, 120.5978898 14.5310934, 120.5977823 14.5310903, 120.5977727 14.5314055, 120.5978802 14.5314086))"
,,industrial,"POLYGON ((120.5975517 14.5319364, 120.5975524 14.5317913, 120.5967628 14.5317874, 120.596762 14.5319324, 120.5975517 14.5319364))"
,,industrial,"POLYGON ((120.5972446 14.5324435, 120.5972447 14.5323827, 120.5973266 14.5323828, 120.5973267 14.5323119, 120.59715 14.5323116, 120.59715 14.532293, 120.5970187 14.5322928, 120.5970185 14.5324431, 120.5972446 14.5324435))"
,industrial,,"POLYGON ((120.534172 14.4282153, 120.535403 14.4281744, 120.535735 14.4278461, 120.536685 14.4270625, 120.5375755 14.4274036, 120.5389501 14.4273519, 120.5389765 14.42537, 120.5394868 14.4238568, 120.5399324 14.4229559, 120.5401576 14.4224044, 120.5401867 14.4214918, 120.5392685 14.4217126, 120.5381093 14.4220997, 120.5369501 14.4222651, 120.5369461 14.4224969, 120.5367257 14.4226195, 120.5364047 14.4225265, 120.536272 14.4222687, 120.5347216 14.4226958, 120.5335751 14.4234577, 120.5333314 14.4257027, 120.5333129 14.4271101, 120.5334352 14.4276695, 120.5336708 14.4279448, 120.534172 14.4282153))"
,,industrial,"POLYGON ((120.5366364 14.425745, 120.5366319 14.4260289, 120.5379735 14.4260487, 120.537981 14.4255698, 120.5378071 14.4255672, 120.5378143 14.4251111, 120.5374678 14.425106, 120.5374602 14.4255896, 120.5373711 14.4255883, 120.5373748 14.4253566, 120.5371571 14.4253534, 120.5371533 14.4255938, 120.5370348 14.4255921, 120.537042 14.4251299, 120.5367393 14.4251254, 120.536732 14.4255909, 120.53665 14.4255896, 120.5366494 14.4256281, 120.5364154 14.4256247, 120.5364135 14.4257417, 120.5366364 14.425745))"
,,industrial,"POLYGON ((120.5352208 14.4275869, 120.5351931 14.4244521, 120.5337466 14.4244641, 120.5337743 14.4275989, 120.5352208 14.4275869))"
,,industrial,"POLYGON ((120.5400958 14.4267868, 120.5401028 14.4260395, 120.539618 14.4260224, 120.5395897 14.4263549, 120.5398728 14.4263583, 120.5398657 14.4267833, 120.5400958 14.4267868))"
,industrial,,"POLYGON ((120.5129307 14.4304848, 120.5129361 14.4302666, 120.5136173 14.4290613, 120.5146044 14.4281002, 120.5143523 14.4278612, 120.5120992 14.4299341, 120.5119919 14.4300328, 120.5118685 14.4302328, 120.5119705 14.4303082, 120.5120724 14.4303913, 120.5125445 14.4308381, 120.5129307 14.4304848))"
,industrial,,"POLYGON ((120.5075311 14.4383215, 120.5081413 14.4383465, 120.5077846 14.4368745, 120.5071443 14.4369149, 120.5075311 14.4383215))"
,industrial,,"POLYGON ((120.539648 14.6218162, 120.5396373 14.6213386, 120.5403079 14.6214736, 120.5412788 14.6210168, 120.5415363 14.6224961, 120.544063 14.6224806, 120.5440683 14.6210376, 120.5430759 14.6177362, 120.5420191 14.617212, 120.5413164 14.6166462, 120.5416865 14.6163555, 120.5404205 14.6160596, 120.5403615 14.6193142, 120.5386503 14.6193246, 120.5384571 14.6215099, 120.539648 14.6218162))"
,industrial,,"POLYGON ((120.5356629 14.6416359, 120.5357388 14.6415735, 120.5357726 14.6415025, 120.5359066 14.6413006, 120.5362248 14.6407425, 120.5362982 14.6404978, 120.5364462 14.640226, 120.5358146 14.6401268, 120.5353612 14.6400749, 120.5345834 14.6399411, 120.5356629 14.6416359))"
,industrial,,"POLYGON ((120.533333 14.6421041, 120.5335439 14.6425658, 120.5341303 14.642623, 120.5352286 14.6420805, 120.5353932 14.6419387, 120.5354678 14.6417769, 120.5350421 14.6410353, 120.533333 14.6421041))"
,industrial,,"POLYGON ((120.5385103 14.6473496, 120.5386022 14.6474573, 120.5386547 14.6474486, 120.5388773 14.6475168, 120.5389325 14.6475656, 120.5390265 14.6475055, 120.5390646 14.6474051, 120.5391378 14.6474286, 120.5387528 14.6468461, 120.5384799 14.6473303, 120.5385103 14.6473496))"
